Unnamed: 0,Date,Article_title,Stock_symbol,Url,Publisher,Author,Article,Lsa_summary,Luhn_summary,Textrank_summary,Lexrank_summary,news_date,price_symbol,date_price,Open,High,Low,Close,Volume,is_exact_match
,2018-07-25 00:00:00,"Social Media, FANG Stocks Taking A Big Hit In After-Hours Trading",GOOGL,https://www.benzinga.com/news/earnings/18/07/12077301/social-media-fang-stocks-taking-a-big-hit-in-after-hours-trading,Jason Shubnell,,,,,,,2018-07-25,GOOGL,2018-07-25,62.201987178843154,63.4742107553043,62.02470875673829,63.36000061035156,51104000.0,True
,2018-07-25 00:00:00,"Social Stocks Following Facebook Lower After Hours After Its Mixed Q2 Report: Facebook -16.8%, Twitter -5.9%, Snap -3.1%; FANG Stocks Also Lower: Amazon -2.2%, Netflix -2.9%, Alphabet -1%",GOOGL,https://www.benzinga.com/trading-ideas/movers/18/07/12077248/social-stocks-following-facebook-lower-after-hours-after-its-mix,Benzinga Newsdesk,,,,,,,2018-07-25,GOOGL,2018-07-25,62.201987178843154,63.4742107553043,62.02470875673829,63.36000061035156,51104000.0,True
,2018-07-25 00:00:00,Pro: Why Alphabet Is A Better Pick Than Facebook,GOOGL,https://www.benzinga.com/analyst-ratings/analyst-color/18/07/12073806/pro-why-alphabet-is-a-better-pick-than-facebook,Jayson Derrick,,,,,,,2018-07-25,GOOGL,2018-07-25,62.201987178843154,63.4742107553043,62.02470875673829,63.36000061035156,51104000.0,True
,2018-07-26 00:00:00,"Stocks Which Set New 52-Week High Yesterday, July 25th",GOOGL,https://www.benzinga.com/trading-ideas/technicals/18/07/12082507/stocks-which-set-new-52-week-high-yesterday-july-25th,Benzinga Newsdesk,,,,,,,2018-07-26,GOOGL,2018-07-26,62.92500232797466,63.92907871879141,62.71743430761429,63.8347282409668,54686000.0,True
,2018-07-26 00:00:00,"Nasdaq, Tech Names Might Come Under Pressure Following Facebook's Weak Results",GOOGL,https://www.benzinga.com/news/earnings/18/07/12081933/nasdaq-tech-names-might-come-under-pressure-following-facebooks-weak-re,JJ Kinahan,,,,,,,2018-07-26,GOOGL,2018-07-26,62.92500232797466,63.92907871879141,62.71743430761429,63.8347282409668,54686000.0,True
,2018-07-26 00:00:00,"Google Releases Its ASIC AI Infrastructure Called Edge TPU, Watch Shares of NVIDIA On This News",GOOGL,https://www.benzinga.com/news/18/07/12081617/google-releases-its-asic-ai-infrastructure-called-edge-tpu-watch-shares-of-nvidi,Benzinga_Newsdesk,,,,,,,2018-07-26,GOOGL,2018-07-26,62.92500232797466,63.92907871879141,62.71743430761429,63.8347282409668,54686000.0,True
,2018-07-26 00:00:00,Google Cloud Next Event Concludes Today,GOOGL,https://www.benzinga.com/news/18/07/12079232/google-cloud-next-event-concludes-today,Hal Lindon,,,,,,,2018-07-26,GOOGL,2018-07-26,62.92500232797466,63.92907871879141,62.71743430761429,63.8347282409668,54686000.0,True
,2018-07-27 00:00:00,"Stocks Which Set New 52-Week High Yesterday, July 26th:",GOOGL,https://www.benzinga.com/trading-ideas/technicals/18/07/12091145/stocks-which-set-new-52-week-high-yesterday-july-26th,Benzinga Newsdesk,,,,,,,2018-07-27,GOOGL,2018-07-27,64.01448504412235,64.12968779023689,61.79826804832035,62.21539306640625,48362000.0,True
,2018-07-29 00:00:00,"Barron's Picks And Pans: Amazon, Eli Lilly, Fiat Chrysler And More",GOOGL,https://www.benzinga.com/media/18/07/12095539/barrons-picks-and-pans-amazon-eli-lilly-fiat-chrysler-and-more,Nelson Hem,,,,,,,2018-07-29,,,64.01448504412235,64.12968779023689,61.79826804832035,62.21539306640625,48362000.0,False
,2018-07-30 00:00:00,"Watching Self-Driving Fleet Players, Uber Partners For Self-Driving Truck Segment Amid Earlier Report Uber To Stop Development Of Self-Driving Trucks, Will Only Proceed With Cars",GOOGL,https://www.benzinga.com/news/18/07/12103379/watching-self-driving-fleet-players-uber-partners-for-self-driving-truck-segment,Benzinga Newsdesk,,,,,,,2018-07-30,GOOGL,2018-07-30,61.826081764816344,62.21539873641477,60.78923422389018,61.08072280883789,43896000.0,True
,2018-07-30 00:00:00,"Stocks Which Set New 52-Week High Friday, July 27th",GOOGL,https://www.benzinga.com/trading-ideas/technicals/18/07/12099824/stocks-which-set-new-52-week-high-friday-july-27th,Benzinga Newsdesk,,,,,,,2018-07-30,GOOGL,2018-07-30,61.826081764816344,62.21539873641477,60.78923422389018,61.08072280883789,43896000.0,True
,2018-07-30 00:00:00,"CAT Climbs Into Driver's Seat To Start Earnings Parade, With Fed Meeting Ahead",GOOGL,https://www.benzinga.com/news/earnings/18/07/12098741/cat-climbs-into-drivers-seat-to-start-earnings-parade-with-fed-meeting-,JJ Kinahan,,,,,,,2018-07-30,GOOGL,2018-07-30,61.826081764816344,62.21539873641477,60.78923422389018,61.08072280883789,43896000.0,True
,2018-07-31 00:00:00,"Watching Capital One, Microsoft Shares Following The Information Article 'Google Inks Cloud Apps Deal With Capital One'",GOOGL,https://www.benzinga.com/news/18/07/12110345/watching-capital-one-microsoft-shares-following-the-information-article-google-i,Benzinga Newsdesk,,,,,,,2018-07-31,GOOGL,2018-07-31,61.163646234061574,61.63539481960726,60.39296455080471,60.9406852722168,39382000.0,True
,2018-07-31 00:00:00,Alphabet's Waymo Says Is Partnering With Valley Metro To Explore Public Transportation Solutions,GOOGL,https://www.benzinga.com/news/18/07/12109559/alphabets-waymo-says-is-partnering-with-valley-metro-to-explore-public-transport,Benzinga Newsdesk,,,,,,,2018-07-31,GOOGL,2018-07-31,61.163646234061574,61.63539481960726,60.39296455080471,60.9406852722168,39382000.0,True
,2018-07-31 00:00:00,Market Appears More Optimistic Following Tech-Led Selloff,GOOGL,https://www.benzinga.com/news/earnings/18/07/12108437/market-appears-more-optimistic-following-tech-led-selloff,JJ Kinahan,,,,,,,2018-07-31,GOOGL,2018-07-31,61.163646234061574,61.63539481960726,60.39296455080471,60.9406852722168,39382000.0,True
,2018-07-31 00:00:00,Cramer's 'Clear Winners' From Earnings Season So Far,GOOGL,https://www.benzinga.com/news/earnings/18/07/12107331/cramers-clear-winners-from-earnings-season-so-far,Jayson Derrick,,,,,,,2018-07-31,GOOGL,2018-07-31,61.163646234061574,61.63539481960726,60.39296455080471,60.9406852722168,39382000.0,True
,2018-07-31 00:00:00,Pro: FAANG Stocks Could Have 30-40% Downside Potential,GOOGL,https://www.benzinga.com/tech/18/07/12106597/pro-faang-stocks-could-have-30-40-downside-potential,Jayson Derrick,,,,,,,2018-07-31,GOOGL,2018-07-31,61.163646234061574,61.63539481960726,60.39296455080471,60.9406852722168,39382000.0,True
,2018-08-01 00:00:00,Craig-Hallum Upgrades Synaptics After Dialog Semi Deal Collapses: 'Give This Cheap Stock Another Look',GOOGL,https://www.benzinga.com/analyst-ratings/analyst-color/18/08/12117422/craig-hallum-upgrades-synaptics-after-dialog-semi-deal-,Hannah Genig,,,,,,,2018-08-01,GOOGL,2018-08-01,61.53111469719147,61.86828580357069,60.827467917898836,61.227210998535156,36994000.0,True
,2018-08-01 00:00:00,Strong Apple Results Compete With Trade Worries For Investor Sentiment Ahead Of Fed,GOOGL,https://www.benzinga.com/news/earnings/18/08/12118236/strong-apple-results-compete-with-trade-worries-for-investor-sentiment-,JJ Kinahan,,,,,,,2018-08-01,GOOGL,2018-08-01,61.53111469719147,61.86828580357069,60.827467917898836,61.227210998535156,36994000.0,True
,2018-08-01 00:00:00,"Senior Execs From Facebook, Twitter, And Google To Testify To U.S. Senate Intel Committee On Sept. 5th According To The Committee Vice Chairman",GOOGL,https://www.benzinga.com/news/18/08/12117461/senior-execs-from-facebook-twitter-and-google-to-testify-to-u-s-senate-intel-com,Benzinga_Newsdesk,,,,,,,2018-08-01,GOOGL,2018-08-01,61.53111469719147,61.86828580357069,60.827467917898836,61.227210998535156,36994000.0,True
,2018-08-01 00:00:00,"ChannelAdvisor Reports Expansion Of Strategic Alliance With Google To Support Shopping Actions Program, No Terms Disclosed",GOOGL,https://www.benzinga.com/news/18/08/12116219/channeladvisor-reports-expansion-of-strategic-alliance-with-google-to-support-sh,Benzinga Newsdesk,,,,,,,2018-08-01,GOOGL,2018-08-01,61.53111469719147,61.86828580357069,60.827467917898836,61.227210998535156,36994000.0,True
,2018-08-01 00:00:00,Baidu Shares Trading Down ~6.6% Following Q2 Beat But Worse-Than-Expected Guidance; Could Be Trading Down Related To The Intercept Report Google Is Planning To Launch A Censored Search Engine In China,GOOGL,https://www.benzinga.com/news/18/08/12116082/baidu-shares-trading-down-6-6-following-q2-beat-but-worse-than-expected-guidance,Benzinga Newsdesk,,,,,,,2018-08-01,GOOGL,2018-08-01,61.53111469719147,61.86828580357069,60.827467917898836,61.227210998535156,36994000.0,True
